,disease,drug
1895,Osteolytic Bone Metastases of Solid Tumors,denosumab
1896,Osteolytic Bone Metastases of Solid Tumors,zoledronic acid
1897,"Breast Cancer, Bone Metastases",pamidronate
1898,Osteoporosis,alendronate
1899,Osteoporosis,calcium / vitamin d
1900,Osteoporosis,calcium carbonate
1901,Osteoporosis,risedronate
1902,Osteoporosis,denosumab
1903,Osteoporosis,ibandronate
1904,Osteoporosis,hydrochlorothiazide
1905,Osteoporosis,raloxifene
1906,Osteoporosis,calcitonin
1907,Osteoporosis,estradiol
1908,Osteoporosis,teriparatide
1909,Osteoporosis,zoledronic acid
1910,Osteosarcoma,methotrexate
1911,Osteosarcoma,doxorubicin
1912,Osteosarcoma,cyclophosphamide
1913,Osteosarcoma,dactinomycin
1914,Borderline Personality Disorder,quetiapine
1915,Borderline Personality Disorder,lamotrigine
1916,Borderline Personality Disorder,lithium
1917,Borderline Personality Disorder,risperidone
1918,Borderline Personality Disorder,fluoxetine
1919,Borderline Personality Disorder,olanzapine
1920,Borderline Personality Disorder,buspirone
1921,Borderline Personality Disorder,clonazepam
1922,Borderline Personality Disorder,sertraline
1923,Borderline Personality Disorder,aripiprazole
1924,Borderline Personality Disorder,topiramate
1925,Borderline Personality Disorder,diazepam
1926,Borderline Personality Disorder,lorazepam
1927,Borderline Personality Disorder,escitalopram
1928,Borderline Personality Disorder,divalproex sodium
1929,Borderline Personality Disorder,alprazolam
1930,Borderline Personality Disorder,clozapine
1931,Borderline Personality Disorder,oxcarbazepine
1932,Borderline Personality Disorder,citalopram
1933,Borderline Personality Disorder,haloperidol
1934,Borderline Personality Disorder,lurasidone
1935,Borderline Personality Disorder,l-methylfolate
1936,Borderline Personality Disorder,carbamazepine
1937,Borderline Personality Disorder,asenapine
1938,Borderline Personality Disorder,paliperidone
1939,Botulism,botulism immune globulin
1940,Botulism,botulism antitoxin
1941,Botulism,penicillin g potassium
1942,Botulism,penicillin g sodium
1943,Botulism Prophylaxis,botulism antitoxin
1944,Fecal Incontinence,dextranomer / sodium hyaluronate
1945,Bowel Preparation,polyethylene glycol 3350
1946,Bowel Preparation,bisacodyl
1947,Bowel Preparation,polyethylene glycol 3350 with electrolytes
1948,Bowel Preparation,magnesium sulfate / potassium sulfate / sodium sulfate
1949,Bowel Preparation,erythromycin
1950,Bowel Preparation,citric acid / magnesium oxide / sodium picosulfate
1951,Bowel Preparation,neomycin
1952,Borderline Personality Disorder,quetiapine
1953,Borderline Personality Disorder,lamotrigine
1954,Borderline Personality Disorder,lithium
1955,Borderline Personality Disorder,risperidone
1956,Borderline Personality Disorder,fluoxetine
1957,Borderline Personality Disorder,olanzapine
1958,Borderline Personality Disorder,buspirone
1959,Borderline Personality Disorder,clonazepam
1960,Borderline Personality Disorder,sertraline
1961,Borderline Personality Disorder,aripiprazole
1962,Borderline Personality Disorder,topiramate
1963,Borderline Personality Disorder,diazepam
1964,Borderline Personality Disorder,lorazepam
1965,Borderline Personality Disorder,escitalopram
1966,Borderline Personality Disorder,divalproex sodium
1967,Borderline Personality Disorder,alprazolam
1968,Borderline Personality Disorder,clozapine
1969,Borderline Personality Disorder,oxcarbazepine
1970,Borderline Personality Disorder,citalopram
1971,Borderline Personality Disorder,haloperidol
1972,Borderline Personality Disorder,lurasidone
1973,Borderline Personality Disorder,l-methylfolate
1974,Borderline Personality Disorder,carbamazepine
1975,Borderline Personality Disorder,asenapine
1976,Borderline Personality Disorder,paliperidone
1977,Benign Prostatic Hyperplasia,tamsulosin
1978,Benign Prostatic Hyperplasia,finasteride
1979,Benign Prostatic Hyperplasia,doxazosin
1980,Benign Prostatic Hyperplasia,terazosin
1981,Benign Prostatic Hyperplasia,alfuzosin
1982,Benign Prostatic Hyperplasia,tadalafil
1983,Benign Prostatic Hyperplasia,dutasteride
1984,Benign Prostatic Hyperplasia,prazosin
1985,Benign Prostatic Hyperplasia,silodosin
1986,Benign Prostatic Hyperplasia,dutasteride / tamsulosin
1987,Vertigo,meclizine
1988,Vertigo,promethazine
1989,Bradyarrhythmia,atropine
1990,Bradyarrhythmia,atropine
1991,CNS Infection,cefotaxime
1992,Brain Tumor,lomustine
1993,Brain Tumor,everolimus
1994,Brain Tumor,methotrexate
1995,Brain Tumor,carmustine
1996,Brain Tumor,cyclophosphamide
1997,Brain Tumor,cisplatin
1998,Head Injury,amantadine
1999,Head Injury,risperidone
2000,Brain Tumor,lomustine
2001,Brain Tumor,everolimus
2002,Brain Tumor,methotrexate
2003,Brain Tumor,carmustine
2004,Brain Tumor,cyclophosphamide
2005,Brain Tumor,cisplatin
2006,Brain Tumor,lomustine
2007,Brain Tumor,everolimus
2008,Brain Tumor,methotrexate
2009,Brain Tumor,carmustine
2010,Brain Tumor,cyclophosphamide
2011,Brain Tumor,cisplatin
2012,Acne,doxycycline
2013,Acne,spironolactone
2014,Acne,minocycline
2015,Acne,clindamycin
2016,Acne,tretinoin
2017,Acne,isotretinoin
2018,Acne,benzoyl peroxide
2019,Acne,adapalene
2020,Acne,tetracycline
2021,Acne,cephalexin
2022,Acne,sulfamethoxazole / trimethoprim
2023,Breakthrough Pain,fentanyl
2024,Breast Cancer,tamoxifen
2025,Breast Cancer,anastrozole
2026,Breast Cancer,letrozole
2027,Breast Cancer,exemestane
2028,Breast Cancer,cyclophosphamide
2029,Breast Cancer,methotrexate
2030,Breast Cancer,doxorubicin
2031,Breast Cancer,paclitaxel
2032,Breast Cancer,trastuzumab
2033,Breast Cancer,capecitabine
2034,Breast Cancer,everolimus
2035,"Breast Cancer, Adjuvant",tamoxifen
2036,"Breast Cancer, Adjuvant",letrozole
2037,"Breast Cancer, Adjuvant",trastuzumab
2038,"Breast Cancer, Adjuvant",epirubicin
2039,"Breast Cancer, Adjuvant",paclitaxel
2040,"Breast Cancer, Adjuvant",leuprolide
2041,"Breast Cancer, Adjuvant",neratinib
2042,"Breast Cancer, Bone Metastases",pamidronate
2043,Breast Cancer,tamoxifen
2044,Breast Cancer,anastrozole
2045,Breast Cancer,letrozole
2046,Breast Cancer,exemestane
2047,Breast Cancer,cyclophosphamide
2048,Breast Cancer,methotrexate
2049,Breast Cancer,doxorubicin
2050,Breast Cancer,paclitaxel
2051,Breast Cancer,trastuzumab
2052,Breast Cancer,capecitabine
2053,Breast Cancer,everolimus
2054,"Breast Cancer, Male",tamoxifen
2055,"Breast Cancer, Male",palbociclib
2056,"Breast Cancer, Male",alpelisib
2057,"Breast Cancer, Metastatic",letrozole
2058,"Breast Cancer, Metastatic",anastrozole
2059,"Breast Cancer, Metastatic",tamoxifen
2060,"Breast Cancer, Metastatic",capecitabine
2061,"Breast Cancer, Metastatic",fulvestrant
2062,"Breast Cancer, Metastatic",palbociclib
2063,"Breast Cancer, Metastatic",docetaxel
2064,"Breast Cancer, Metastatic",eribulin
2065,"Breast Cancer, Metastatic",trastuzumab
2066,"Breast Cancer, Metastatic",paclitaxel
2067,"Breast Cancer, Palliative",tamoxifen
2068,"Breast Cancer, Palliative",megestrol
2069,"Breast Cancer, Palliative",goserelin
2070,"Breast Cancer, Palliative",estradiol
2071,"Breast Cancer, Palliative",testosterone
2072,"Breast Cancer, Palliative",conjugated estrogens
2073,"Breast Cancer, Palliative",fluorouracil
2074,"Breast Cancer, Palliative",methyltestosterone
2075,"Breast Cancer, Palliative",fluoxymesterone
2076,"Breast Cancer, Palliative",esterified estrogens
2077,"Breast Cancer, Palliative",ethinyl estradiol
2078,"Breast Cancer, Prevention",tamoxifen
2079,"Breast Cancer, Prevention",raloxifene
2080,Lactation Augmentation,metoclopramide
2081,Osteogenesis Imperfecta,calcitonin
2082,Asthma,montelukast
2083,Asthma,prednisone
2084,Asthma,ipratropium
2085,Asthma,flunisolide
2086,Asthma,methylprednisolone
2087,Asthma,dexamethasone
2088,Asthma,formoterol / mometasone
2089,Asthma,triamcinolone
2090,Asthma,fluticasone / vilanterol
2091,Asthma,levalbuterol
2092,Asthma,ciclesonide
2093,Bronchiectasis,albuterol
2094,Bronchiectasis,doxycycline
2095,Bronchiectasis,guaifenesin
2096,Bronchiectasis,amoxicillin
2097,Bronchiectasis,ipratropium
2098,Bronchiectasis,ciprofloxacin
2099,Bronchiectasis,amoxicillin / clavulanate
2100,Respiratory Syncytial Virus,ribavirin
2101,Respiratory Syncytial Virus,palivizumab
2102,Bronchitis,azithromycin
2103,Bronchitis,doxycycline
2104,Bronchitis,amoxicillin
2105,Bronchitis,guaifenesin
2106,Bronchitis,levofloxacin
2107,Bronchitis,clarithromycin
2108,Bronchitis,amoxicillin / clavulanate
2109,Bronchitis,cefdinir
2110,Bronchitis,ciprofloxacin
2111,Bronchitis,cefuroxime
2112,Bronchitis,sulfamethoxazole / trimethoprim
2113,Bronchitis,erythromycin
2114,COPD,prednisone
2115,COPD,montelukast
2116,COPD,budesonide / formoterol
2117,COPD,fluticasone / vilanterol
2118,COPD,aclidinium
2119,COPD,levalbuterol
2120,COPD,roflumilast
2121,COPD,umeclidinium / vilanterol
2122,COPD,olodaterol / tiotropium
2123,COPD,dyphylline
2124,COPD,fluticasone / umeclidinium / vilanterol
2125,COPD,olodaterol
2126,COPD,umeclidinium
2127,COPD,prednisone
2128,COPD,montelukast
2129,COPD,budesonide / formoterol
2130,COPD,fluticasone / vilanterol
2131,COPD,aclidinium
2132,COPD,levalbuterol
2133,COPD,roflumilast
2134,COPD,umeclidinium / vilanterol
2135,COPD,olodaterol / tiotropium
2136,COPD,dyphylline
2137,COPD,fluticasone / umeclidinium / vilanterol
2138,COPD,olodaterol
2139,COPD,umeclidinium
2140,Bronchogenic Carcinoma,cimetidine
2141,Bronchogenic Carcinoma,doxorubicin
2142,Pneumonia,levofloxacin
2143,Pneumonia,clarithromycin
2144,Pneumonia,ceftriaxone
2145,Pneumonia,azithromycin
2146,Pneumonia,doxycycline
2147,Pneumonia,amoxicillin
2148,Pneumonia,ciprofloxacin
2149,Pneumonia,clindamycin
2150,Pneumonia,cefdinir
2151,Pneumonia,amoxicillin / clavulanate
2152,Pneumonia,sulfamethoxazole / trimethoprim
2153,Pneumonia,cefotaxime
2154,Pneumonia,metronidazole
2155,Pneumonia,moxifloxacin
2156,Pneumonia,cefuroxime
2157,Bronchopulmonary Dysplasia,fluticasone
2158,Bronchopulmonary Dysplasia,prednisolone
2159,Bronchopulmonary Dysplasia,dexamethasone
2160,Bronchospasm During Anesthesia,isoproterenol
2161,Bronchospasm Prophylaxis,albuterol
2162,Bronchospasm Prophylaxis,montelukast
2163,Bronchospasm Prophylaxis,formoterol
2164,Bronchospasm Prophylaxis,salmeterol
2165,Brucellosis,doxycycline
2166,Brucellosis,tetracycline
2167,Brucellosis,streptomycin
2168,Brucellosis,gentamicin
2169,Brucellosis,chloramphenicol
2170,Brucellosis,minocycline
2171,Bruxism,onabotulinumtoxinA
2172,Plague,ciprofloxacin
2173,Plague,levofloxacin
2174,Plague,streptomycin
2175,Plague,doxycycline
2176,Plague,gentamicin
2177,Plague,chloramphenicol
2178,Plague,moxifloxacin
2179,Plague,ofloxacin
2180,Thrombotic/Thromboembolic Disorder,heparin
2181,Thrombotic/Thromboembolic Disorder,argatroban
2182,Thrombotic/Thromboembolic Disorder,alteplase
2183,Thrombotic/Thromboembolic Disorder,urokinase
2184,Bulimia,fluoxetine
2185,Bulimia,topiramate
2186,Bulimia,venlafaxine
2187,Bulimia,fluoxetine
2188,Bulimia,topiramate
2189,Bulimia,venlafaxine
2190,Bullous Pemphigoid,prednisone
2191,Bullous Pemphigoid,doxycycline
2192,Bullous Pemphigoid,dapsone
2193,Bullous Pemphigoid,minocycline
2194,Bullous Pemphigoid,mycophenolate mofetil
2195,Bullous Pemphigoid,azathioprine
2196,Bullous Pemphigoid,tetracycline
2197,Bullous Pemphigoid,methotrexate
2198,Bullous Pemphigoid,rituximab
2199,Bullous Pemphigoid,prednisolone
2200,Bullous Pemphigoid,erythromycin
2201,Bullous Pemphigoid,infliximab
2202,Bullous Pemphigoid,cyclophosphamide
2203,Burning Mouth Syndrome (Glossopyrosis),clonazepam
2204,Burning Mouth Syndrome (Glossopyrosis),gabapentin
2205,Burning Mouth Syndrome (Glossopyrosis),lidocaine
2206,Burning Mouth Syndrome (Glossopyrosis),amitriptyline
2207,Burning Mouth Syndrome (Glossopyrosis),nortriptyline
2208,Burning Mouth Syndrome (Glossopyrosis),capsaicin
2209,Burning Mouth Syndrome (Glossopyrosis),chlordiazepoxide
2210,"Burns, External",silver sulfadiazine
2211,"Burns, External",lidocaine
2212,"Burns, External",gentamicin
2213,"Burns, External",vancomycin
2214,"Burns, External",benzocaine
2215,Minor Burns,vitamin a & d
2216,"Burns, Nitrogen Retention",somatropin
2217,Gas,simethicone
2218,Gas,aluminum hydroxide / magnesium hydroxide / simethicone
2219,Bursitis,naproxen
2220,Bursitis,prednisone
2221,Bursitis,indomethacin
2222,Bursitis,dexamethasone
2223,Bursitis,cortisone
2224,Bursitis,triamcinolone
2225,Bursitis,betamethasone
2226,Bursitis,trolamine salicylate
2227,Bursitis,sulindac
2228,Post Traumatic Stress Disorder,prazosin
2229,Post Traumatic Stress Disorder,sertraline
2230,Post Traumatic Stress Disorder,lamotrigine
2231,Post Traumatic Stress Disorder,mirtazapine
2232,Post Traumatic Stress Disorder,quetiapine
2233,Post Traumatic Stress Disorder,amitriptyline
2234,Post Traumatic Stress Disorder,paroxetine
2235,Post Traumatic Stress Disorder,venlafaxine
2236,Post Traumatic Stress Disorder,risperidone
2237,Post Traumatic Stress Disorder,desvenlafaxine
2238,Post Traumatic Stress Disorder,aripiprazole
2239,Post Traumatic Stress Disorder,dronabinol
2240,Post Traumatic Stress Disorder,asenapine
2241,Post Traumatic Stress Disorder,fluvoxamine
2242,Clostridioides difficile Infection,vancomycin
2243,Clostridioides difficile Infection,metronidazole
2244,Clostridioides difficile Infection,fidaxomicin
2245,Clostridioides difficile Infection,penicillin g potassium
2246,Clostridioides difficile Infection,penicillin v potassium
2247,Clostridioides difficile Infection,penicillin g sodium
2248,Clostridioides difficile Infection,vancomycin
2249,Clostridioides difficile Infection,metronidazole
2250,Clostridioides difficile Infection,fidaxomicin
2251,Clostridioides difficile Infection,penicillin g potassium
2252,Clostridioides difficile Infection,penicillin v potassium
2253,Clostridioides difficile Infection,penicillin g sodium
2254,Occipital Neuralgia,gabapentin
2255,Occipital Neuralgia,carbamazepine
2256,Occipital Neuralgia,citalopram
2257,Occipital Neuralgia,pregabalin
2258,Methicillin-Resistant Staphylococcus Aureus Infection,vancomycin
2259,Methicillin-Resistant Staphylococcus Aureus Infection,linezolid
2260,Methicillin-Resistant Staphylococcus Aureus Infection,daptomycin
2261,Methicillin-Resistant Staphylococcus Aureus Infection,ofloxacin
2262,Methicillin-Resistant Staphylococcus Aureus Infection,dalfopristin / quinupristin
2263,Cachexia,megestrol
2264,Cachexia,somatropin
2265,Coronary Artery Disease,lisinopril
2266,Coronary Artery Disease,amlodipine
2267,Coronary Artery Disease,perindopril
2268,Coronary Artery Disease,amlodipine / atorvastatin
2269,Coronary Artery Disease,isoxsuprine
2270,Coronary Artery Disease,rivaroxaban
2271,Calcium Oxalate Calculi with Hyperuricosuria,allopurinol
2272,Muscle Pain,ibuprofen
2273,Muscle Pain,naproxen
2274,Muscle Pain,acetaminophen
2275,Muscle Pain,diclofenac
2276,Muscle Pain,nabumetone
2277,Muscle Pain,ibuprofen
2278,Muscle Pain,naproxen
2279,Muscle Pain,acetaminophen
2280,Muscle Pain,diclofenac
2281,Muscle Pain,nabumetone
2282,Muscle Pain,ibuprofen
2283,Muscle Pain,naproxen
2284,Muscle Pain,acetaminophen
2285,Muscle Pain,diclofenac
2286,Muscle Pain,nabumetone
2287,Campylobacter Gastroenteritis,erythromycin
2288,Campylobacter Gastroenteritis,ofloxacin
2289,Campylobacter Gastroenteritis,minocycline
2290,Campylobacter Gastroenteritis,erythromycin
2291,Campylobacter Gastroenteritis,ofloxacin
2292,Campylobacter Gastroenteritis,minocycline
2293,Cancer,carboplatin
2294,Cancer,fluorouracil
2295,Cancer,etoposide
2296,Cancer,doxorubicin
2297,Cancer,cyclophosphamide
2298,Cancer,vincristine
2299,Cancer,chlorambucil
2300,Cancer,ifosfamide
2301,Cancer,vinblastine
2302,Cancer,dactinomycin
2303,Cancer,topotecan
2304,Cancer,fludarabine
2305,Cancer,thiotepa
2306,Acute Lymphocytic Leukemia,prednisone
2307,Acute Lymphocytic Leukemia,vincristine
2308,Acute Lymphocytic Leukemia,cyclophosphamide
2309,Acute Lymphocytic Leukemia,methotrexate
2310,Acute Lymphocytic Leukemia,asparaginase escherichia coli
2311,Acute Lymphocytic Leukemia,daunorubicin
2312,Acute Lymphocytic Leukemia,asparaginase erwinia chrysanthemi
2313,Acute Lymphocytic Leukemia,teniposide
2314,Acute Myeloid Leukemia,cytarabine
2315,Acute Myeloid Leukemia,vincristine
2316,Acute Myeloid Leukemia,daunorubicin
2317,Acute Myeloid Leukemia,idarubicin
2318,Acute Myeloid Leukemia,decitabine
2319,Acute Myeloid Leukemia,gemtuzumab
2320,Acute Myeloid Leukemia,midostaurin
2321,Acute Myeloid Leukemia,venetoclax
2322,Acute Myeloid Leukemia,enasidenib
2323,Acute Myeloid Leukemia,cytarabine liposomal / daunorubicin liposomal
2324,Acute Myeloid Leukemia,ivosidenib
2325,Acute Myeloid Leukemia,gilteritinib
2326,Acute Myeloid Leukemia,glasdegib
2327,Acute Lymphocytic Leukemia,prednisone
2328,Acute Lymphocytic Leukemia,vincristine
2329,Acute Lymphocytic Leukemia,cyclophosphamide
2330,Acute Lymphocytic Leukemia,methotrexate
2331,Acute Lymphocytic Leukemia,asparaginase escherichia coli
2332,Acute Lymphocytic Leukemia,daunorubicin
2333,Acute Lymphocytic Leukemia,asparaginase erwinia chrysanthemi
2334,Acute Lymphocytic Leukemia,teniposide
2335,Acute Myeloid Leukemia,cytarabine
2336,Acute Myeloid Leukemia,vincristine
2337,Acute Myeloid Leukemia,daunorubicin
2338,Acute Myeloid Leukemia,idarubicin
2339,Acute Myeloid Leukemia,decitabine
2340,Acute Myeloid Leukemia,gemtuzumab
2341,Acute Myeloid Leukemia,midostaurin
2342,Acute Myeloid Leukemia,venetoclax
2343,Acute Myeloid Leukemia,enasidenib
2344,Acute Myeloid Leukemia,cytarabine liposomal / daunorubicin liposomal
2345,Acute Myeloid Leukemia,ivosidenib
2346,Acute Myeloid Leukemia,gilteritinib
2347,Acute Myeloid Leukemia,glasdegib
2348,Acute Myeloid Leukemia,cytarabine
2349,Acute Myeloid Leukemia,vincristine
2350,Acute Myeloid Leukemia,daunorubicin
2351,Acute Myeloid Leukemia,idarubicin
2352,Acute Myeloid Leukemia,decitabine
2353,Acute Myeloid Leukemia,gemtuzumab
2354,Acute Myeloid Leukemia,midostaurin
2355,Acute Myeloid Leukemia,venetoclax
2356,Acute Myeloid Leukemia,enasidenib
2357,Acute Myeloid Leukemia,cytarabine liposomal / daunorubicin liposomal
2358,Acute Myeloid Leukemia,ivosidenib
2359,Acute Myeloid Leukemia,gilteritinib
2360,Acute Myeloid Leukemia,glasdegib
2361,Acute Promyelocytic Leukemia,tretinoin
2362,Acute Promyelocytic Leukemia,arsenic trioxide
2363,Anal Cancer,capecitabine
2364,Anal Cancer,fluorouracil
2365,Anal Cancer,mitomycin
2366,Anal Cancer,cisplatin
2367,Basal Cell Carcinoma,fluorouracil
2368,Basal Cell Carcinoma,imiquimod
2369,Basal Cell Carcinoma,vismodegib
2370,Basal Cell Carcinoma,sonidegib
2371,Bladder Cancer,mitomycin
2372,Bladder Cancer,cisplatin
2373,Bladder Cancer,atezolizumab
2374,Bladder Cancer,methotrexate
2375,Bladder Cancer,doxorubicin
2376,Bladder Cancer,thiotepa
2377,Bladder Cancer,cyclophosphamide
2378,Bladder Cancer,erdafitinib
2379,Osteosarcoma,methotrexate
2380,Osteosarcoma,doxorubicin
2381,Osteosarcoma,cyclophosphamide
2382,Osteosarcoma,dactinomycin
2383,Brain Tumor,lomustine
2384,Brain Tumor,everolimus
2385,Brain Tumor,methotrexate
2386,Brain Tumor,carmustine
2387,Brain Tumor,cyclophosphamide
2388,Brain Tumor,cisplatin
2389,Breast Cancer,tamoxifen
2390,Breast Cancer,anastrozole
2391,Breast Cancer,letrozole
2392,Breast Cancer,exemestane
2393,Breast Cancer,cyclophosphamide
2394,Breast Cancer,methotrexate
2395,Breast Cancer,doxorubicin
2396,Breast Cancer,paclitaxel
2397,Breast Cancer,trastuzumab
